Peak Numbers based on the given limits	2604
Time_Botoom	Bottom	Time_Peak	Peak	Time_HLLS	HLLS	L_s	Time_HLTB	HLTB	L_f
1245.66	1.28043	1246.26	1.94308	1245.94	1.613	2.826	1245.08	1.63652	5.2752
1246.66	1.58753	1247.06	2.00781	1246.84	1.79199	1.884	1246.44	1.56528	1.884
1247.38	1.17114	1248.46	1.84027	1247.9	1.73982	5.0868	1247.2	1.68329	1.5072
1249.3	1.55765	1249.66	1.83209	1249.46	1.70943	1.6956	1248.86	1.52513	3.9564
1249.94	1.55728	1250.34	1.96979	1250.12	1.74092	1.884	1249.78	1.73692	1.3188
1251.14	1.63748	1251.54	1.94254	1251.32	1.76096	1.884	1250.72	1.60531	3.768
1252.5	1.34976	1253.9	2.26093	1253.18	1.87343	6.594	1252	1.57473	4.5216
1254.62	1.67029	1254.9	1.91467	1254.74	1.77021	1.3188	1254.24	1.67774	3.3912
1256.14	1.66464	1256.98	2.11511	1256.54	1.92183	3.9564	1255.5	1.61324	5.8404
1257.3	1.55292	1257.42	1.8786	1257.34	1.65262	0.5652	1257.12	1.6798	1.5072
1257.98	1.6886	1258.3	1.98056	1258.12	1.80949	1.5072	1257.68	1.529	2.6376
1259.06	1.36914	1259.38	1.82446	1259.2	1.60329	1.5072	1258.66	1.62832	3.5796
1259.7	1.66873	1260.14	2.18411	1259.9	1.93415	2.0724	1259.52	1.60574	1.5072
1260.78	1.40869	1261.26	1.89063	1261	1.66175	2.2608	1260.44	1.57386	3.0144
1261.74	1.68899	1262.5	2.19541	1262.1	1.97307	3.5796	1261.48	1.67027	2.2608
1262.86	1.67758	1263.5	1.94745	1263.16	1.81056	3.0144	1262.66	1.74051	1.6956
1263.66	1.30337	1264.14	1.95911	1263.88	1.64853	2.2608	1263.56	1.60436	0.7536
1264.7	1.42768	1265.3	1.88565	1264.98	1.73671	2.826	1264.4	1.62988	2.6376
1265.62	1.55814	1266.3	2.11215	1265.94	1.85915	3.2028	1265.44	1.57245	1.5072
1266.42	1.46191	1266.86	1.8331	1266.62	1.62975	2.0724	1266.34	1.89883	0.5652
1267.14	1.3949	1268.02	1.99112	1267.56	1.74883	4.1448	1266.98	1.49052	1.3188
1268.18	1.55923	1268.5	1.98361	1268.32	1.78107	1.5072	1268.08	1.78168	0.7536
1269.38	1.41321	1269.94	2.01462	1269.64	1.69799	2.6376	1268.92	1.63205	4.1448
1270.34	1.32404	1270.9	1.91464	1270.6	1.61471	2.6376	1270.12	1.68701	1.884
1271.22	1.69565	1271.42	2.02042	1271.3	1.77062	0.942	1271.04	1.82583	1.5072
1272.22	1.31982	1272.58	1.80707	1272.38	1.58082	1.6956	1271.8	1.65478	3.768
1272.74	1.45975	1273.3	1.86673	1273	1.74897	2.6376	1272.64	1.66424	0.7536
1273.7	1.34485	1274.38	1.86536	1274.02	1.67529	3.2028	1273.48	1.64003	1.884
1274.46	1.62292	1274.54	1.8909	1274.48	1.68683	0.3768	1274.4	1.83254	0.3768
1274.74	1.69107	1274.94	1.82538	1274.82	1.7464	0.942	1274.62	1.69091	0.942
1275.14	1.30499	1275.78	1.92154	1275.44	1.64679	3.0144	1275.02	1.64523	0.942
1275.94	1.57987	1276.46	1.82782	1276.18	1.73975	2.4492	1275.84	1.76409	0.7536
1276.78	1.69547	1277.14	1.94992	1276.94	1.79858	1.6956	1276.6	1.64458	1.5072
1277.5	1.50806	1278.3	2.07779	1277.88	1.85051	3.768	1277.3	1.55085	1.6956
1278.46	1.45554	1278.86	1.86374	1278.64	1.69567	1.884	1278.36	1.81467	0.7536
1279.06	1.28641	1280.1	2.17609	1279.56	1.76249	4.8984	1278.94	1.68222	0.942
1280.54	1.61118	1281.1	2.18539	1280.8	1.89636	2.6376	1280.3	1.69953	2.0724
1281.26	1.40234	1281.78	1.88242	1281.5	1.66029	2.4492	1281.16	1.84235	0.7536
1281.94	1.39395	1282.46	1.87912	1282.18	1.66687	2.4492	1281.84	1.67325	0.7536
1283.02	1.66327	1283.46	1.86261	1283.22	1.84148	2.0724	1282.72	1.59585	2.6376
1283.7	1.25269	1284.26	1.88385	1283.96	1.59863	2.6376	1283.56	1.55663	1.1304
1284.78	1.35956	1285.22	1.97995	1284.98	1.64142	2.0724	1284.5	1.71003	2.4492
1285.42	1.35602	1286.1	2.12595	1285.74	1.68519	3.2028	1285.3	1.67601	0.942
1286.22	1.61035	1286.58	1.84015	1286.38	1.7839	1.6956	1286.14	1.90244	0.5652
1287.26	1.58099	1287.74	2.17419	1287.48	1.86617	2.2608	1286.9	1.53319	3.2028
1287.98	1.57046	1288.5	1.94516	1288.22	1.76069	2.4492	1287.84	1.97759	1.1304
1288.7	1.59619	1289.42	2.03784	1289.04	1.86661	3.3912	1288.58	1.8263	0.942
1289.9	1.67636	1290.98	2.03754	1290.42	1.93015	5.0868	1289.64	1.57273	2.2608
1291.62	1.68927	1292.18	2.03418	1291.88	1.83563	2.6376	1291.28	1.63577	3.0144
1292.46	1.53787	1292.98	1.94949	1292.7	1.77937	2.4492	1292.3	1.63502	1.3188
1293.46	1.62512	1293.98	1.91257	1293.7	1.80589	2.4492	1293.2	1.62305	2.2608
1294.22	1.38306	1295.02	1.81714	1294.6	1.74019	3.768	1294.08	1.65436	1.1304
1295.5	1.3577	1296.06	1.99121	1295.76	1.68692	2.6376	1295.24	1.53018	2.2608
1297.06	1.45844	1297.42	1.84229	1297.22	1.62788	1.6956	1296.54	1.63397	4.71
1297.78	1.68774	1298.14	1.94772	1297.94	1.80799	1.6956	1297.58	1.58646	1.6956
1298.3	1.50491	1298.66	1.97104	1298.46	1.70753	1.6956	1298.2	1.74585	0.7536
1299.34	1.38846	1300.06	2.0722	1299.68	1.73812	3.3912	1298.98	1.70955	3.2028
1300.3	1.34219	1301.22	2.26239	1300.74	1.76516	4.3332	1300.16	1.76285	1.1304
1302.22	1.52124	1302.74	1.99667	1302.46	1.75928	2.4492	1301.7	1.73008	4.71
1303.46	1.57663	1304.46	1.91681	1303.94	1.84408	4.71	1303.08	1.68069	3.3912
1305.06	1.41626	1305.66	1.97131	1305.34	1.73956	2.826	1304.74	1.50849	2.826
1305.98	1.56464	1306.26	1.8811	1306.1	1.70452	1.3188	1305.8	1.81134	1.5072
1306.38	1.46112	1306.5	1.83966	1306.42	1.62457	0.5652	1306.3	1.68063	0.5652
1306.86	1.55417	1307.42	1.97827	1307.12	1.75597	2.6376	1306.66	1.6803	1.6956
1307.62	1.64642	1307.74	1.80597	1307.66	1.74175	0.5652	1307.5	1.75684	0.942
1308.02	1.47311	1308.46	2.03168	1308.22	1.70107	2.0724	1307.86	1.58276	1.3188
1308.86	1.52093	1309.26	2.02872	1309.04	1.76324	1.884	1308.64	1.63332	1.884
1309.86	1.43259	1310.98	2.2175	1310.4	1.88284	5.2752	1309.54	1.82054	2.826
1311.82	1.44284	1312.3	1.9548	1312.04	1.71849	2.2608	1311.38	1.75681	3.9564
1312.54	1.59677	1312.78	1.83774	1312.64	1.69341	1.1304	1312.4	1.83053	1.1304
1312.98	1.45865	1313.94	2.09491	1313.44	1.82207	4.5216	1312.86	1.62845	0.942
1314.74	1.45883	1315.22	1.93939	1314.96	1.73396	2.2608	1314.32	1.60422	3.768
1315.46	1.42557	1315.98	1.92563	1315.7	1.70371	2.4492	1315.32	1.78861	1.1304
1316.34	1.47012	1316.7	1.82892	1316.5	1.68072	1.6956	1316.14	1.5725	1.6956
1317.1	1.68237	1317.86	2.24957	1317.46	1.89298	3.5796	1316.88	1.56289	1.884
1318.06	1.39035	1318.46	1.83902	1318.24	1.63352	1.884	1317.94	1.93196	0.942
1318.74	1.3147	1319.9	2.14304	1319.3	1.8664	5.4636	1318.58	1.63421	1.3188
1320.74	1.68143	1321.02	1.94196	1320.86	1.78979	1.3188	1320.3	1.64548	3.9564
1321.62	1.68371	1321.9	1.92822	1321.74	1.83613	1.3188	1321.3	1.7106	2.826
1322.3	1.33798	1323.18	1.92786	1322.72	1.72707	4.1448	1322.08	1.64692	1.884
1323.54	1.48996	1324.02	1.90585	1323.76	1.73844	2.2608	1323.34	1.55257	1.6956
1324.18	1.40921	1324.98	1.80774	1324.56	1.75893	3.768	1324.08	1.69975	0.7536
1325.34	1.47611	1326.62	2.1868	1325.96	1.89999	6.0288	1325.14	1.65596	1.6956
1327.18	1.41406	1327.94	1.93683	1327.54	1.7726	3.5796	1326.88	1.67807	2.6376
1328.42	1.33743	1329.34	2.13742	1328.86	1.74437	4.3332	1328.16	1.6492	2.2608
1329.62	1.6557	1329.94	2.11676	1329.76	1.87199	1.5072	1329.46	1.82535	1.3188
1330.42	1.5357	1331.06	1.9725	1330.72	1.78776	3.0144	1330.16	1.63704	2.2608
1331.5	1.36429	1332.06	1.97323	1331.76	1.69403	2.6376	1331.26	1.72108	2.0724
1332.26	1.55356	1332.82	2.03238	1332.52	1.84138	2.6376	1332.14	1.80195	0.942
1333.02	1.68707	1333.14	1.84686	1333.06	1.75014	0.5652	1332.9	1.90379	0.942
1333.5	1.68231	1334.18	2.06943	1333.82	1.84297	3.2028	1333.3	1.58744	1.6956
1334.5	1.55884	1334.66	1.83154	1334.56	1.61001	0.7536	1334.32	1.67799	1.5072
1335.34	1.62335	1335.94	2.06238	1335.62	1.87169	2.826	1334.98	1.6624	3.2028
1336.42	1.68033	1337.02	2.23792	1336.7	1.96429	2.826	1336.16	1.64537	2.2608
1337.34	1.53964	1337.54	1.87149	1337.42	1.6778	0.942	1337.16	2.02963	1.5072
1338.18	1.59018	1338.54	1.99591	1338.34	1.79991	1.6956	1337.84	1.55933	3.0144
1338.66	1.66293	1339.1	2.3075	1338.86	1.96149	2.0724	1338.58	1.89655	0.5652
1339.34	1.44031	1340.3	2.15497	1339.8	1.8517	4.5216	1339.2	1.90925	1.1304
1340.9	1.35638	1341.7	1.97867	1341.28	1.76511	3.768	1340.58	1.67099	2.826
1341.82	1.6972	1342.26	2.05557	1342.02	1.94194	2.0724	1341.74	1.86539	0.5652
1342.66	1.51797	1343.18	2.01089	1342.9	1.81566	2.4492	1342.44	1.6439	1.884
1343.3	1.46603	1343.86	1.94086	1343.56	1.76423	2.6376	1343.22	1.82636	0.5652
1344.06	1.38891	1344.66	1.87915	1344.34	1.68294	2.826	1343.94	1.70512	0.942
1344.82	1.67523	1345.22	2.07532	1345	1.82183	1.884	1344.72	1.79652	0.7536
1345.5	1.43936	1345.9	1.90942	1345.68	1.74262	1.884	1345.34	1.72723	1.3188
1346.14	1.43817	1346.54	1.97253	1346.32	1.71291	1.884	1346	1.67982	1.1304
1346.78	1.56723	1346.98	1.80408	1346.86	1.69243	0.942	1346.64	1.82378	1.1304
1347.3	1.59152	1348.38	2.07287	1347.82	1.8991	5.0868	1347.12	1.56313	1.5072
1348.54	1.41757	1349.42	2.22443	1348.96	1.75871	4.1448	1348.44	1.84009	0.7536
1350.1	1.35831	1350.58	1.85806	1350.32	1.6602	2.2608	1349.74	1.80771	3.2028
1350.74	1.55182	1351.46	2.26526	1351.08	1.90768	3.3912	1350.64	1.71437	0.7536
1351.7	1.36621	1352.26	1.99881	1351.96	1.67265	2.6376	1351.56	1.81044	1.1304
1352.5	1.35699	1353.14	1.8219	1352.8	1.72355	3.0144	1352.36	1.74269	1.1304
1353.3	1.33096	1354.1	2.03281	1353.68	1.73404	3.768	1353.2	1.65083	0.7536
1354.54	1.69205	1354.98	1.96231	1354.74	1.83579	2.0724	1354.3	1.70482	2.0724
1355.14	1.48645	1355.7	1.90775	1355.4	1.77274	2.6376	1355.04	1.74474	0.7536
1355.9	1.38608	1356.86	2.11447	1356.36	1.77322	4.5216	1355.78	1.62098	0.942
1357.54	1.43991	1358.66	2.38666	1358.08	1.92637	5.2752	1357.18	1.70538	3.2028
1358.82	1.4266	1359.3	1.88632	1359.04	1.7232	2.2608	1358.72	2.07654	0.7536
1359.42	1.45404	1359.78	2.02701	1359.58	1.77744	1.6956	1359.34	1.69577	0.5652
1359.9	1.53876	1360.42	1.96854	1360.14	1.75904	2.4492	1359.82	1.87807	0.5652
1360.58	1.41064	1361.38	2.03262	1360.96	1.79435	3.768	1360.48	1.69582	0.7536
1361.62	1.57934	1362.3	2.0127	1361.94	1.8213	3.2028	1361.48	1.71899	1.1304
1362.38	1.64969	1362.66	1.96158	1362.5	1.79813	1.3188	1362.32	1.92583	0.3768
1362.78	1.6084	1362.98	2.05411	1362.86	1.78514	0.942	1362.7	1.85061	0.5652
1363.18	1.44132	1363.7	2.02673	1363.42	1.71563	2.4492	1363.06	1.80059	0.942
1364.26	1.6633	1364.58	1.8653	1364.4	1.77985	1.5072	1363.96	1.67245	2.6376
1364.98	1.69266	1365.78	2.26541	1365.36	1.97418	3.768	1364.76	1.61111	1.884
1366.22	1.64728	1366.42	1.9968	1366.3	1.76565	0.942	1365.98	2.00089	2.0724
1366.58	1.38119	1367.34	1.80615	1366.94	1.72939	3.5796	1366.48	1.69261	0.7536
1367.86	1.60944	1368.22	1.94116	1368.02	1.73064	1.6956	1367.58	1.56014	2.4492
1368.46	1.35751	1369.58	2.24042	1369	1.91787	5.2752	1368.32	1.76141	1.1304
1370.22	1.6615	1370.62	1.93793	1370.4	1.78259	1.884	1369.88	1.65134	3.0144
1371.22	1.578	1371.78	1.98166	1371.48	1.784	2.6376	1370.9	1.72059	2.826
1372.18	1.60925	1372.9	1.90964	1372.52	1.84442	3.3912	1371.96	1.63454	1.884
1373.74	1.39038	1374.7	1.88711	1374.2	1.82461	4.5216	1373.3	1.60329	3.9564
1374.98	1.65903	1375.46	1.99353	1375.2	1.79476	2.2608	1374.82	1.61311	1.3188
1375.66	1.41137	1376.42	1.87439	1376.02	1.72088	3.5796	1375.54	1.82546	0.942
1376.62	1.60797	1377.22	1.89755	1376.9	1.79394	2.826	1376.5	1.63859	0.942
1377.38	1.47729	1377.94	1.86865	1377.64	1.75166	2.6376	1377.28	1.69218	0.7536
1378.26	1.47699	1378.78	2.02972	1378.5	1.72754	2.4492	1378.08	1.64095	1.5072
1378.98	1.62329	1379.14	1.91666	1379.04	1.72679	0.7536	1378.86	1.8184	0.942
1379.26	1.54679	1379.7	1.97333	1379.46	1.8071	2.0724	1379.18	1.78022	0.5652
1380.06	1.66995	1380.74	1.96155	1380.38	1.88406	3.2028	1379.86	1.6567	1.6956
1381.82	1.33331	1382.9	1.80722	1382.34	1.77345	5.0868	1381.26	1.63151	5.0868
1383.22	1.55792	1383.5	1.80069	1383.34	1.64899	1.3188	1383.04	1.48629	1.5072
1383.7	1.45398	1384.06	1.96942	1383.86	1.69442	1.6956	1383.58	1.60932	0.942
1384.34	1.57443	1384.42	1.94229	1384.36	1.71129	0.3768	1384.18	1.85596	1.3188
1384.78	1.4281	1385.26	2.00531	1385	1.72684	2.2608	1384.58	1.6306	1.6956
1385.7	1.5238	1385.98	1.8577	1385.82	1.60974	1.3188	1385.46	1.60518	2.0724
1386.18	1.41464	1387.74	2.21576	1386.94	1.9578	7.3476	1386.06	1.66338	0.942
1388.34	1.46844	1389.14	2.24277	1388.72	1.85482	3.768	1388.02	1.74404	2.826
1389.5	1.38419	1390.14	2.01434	1389.8	1.73931	3.0144	1389.3	1.73829	1.6956
1390.34	1.45706	1391.26	2.12308	1390.78	1.83058	4.3332	1390.22	1.7914	0.942
1391.74	1.6571	1392.62	2.15222	1392.16	1.87748	4.1448	1391.48	1.60275	2.2608
1392.78	1.42856	1393.1	1.98825	1392.92	1.6512	1.5072	1392.68	1.87013	0.7536
1393.38	1.39908	1394.38	1.8645	1393.86	1.7721	4.71	1393.22	1.59723	1.3188
1394.78	1.45374	1394.98	1.8573	1394.86	1.61056	0.942	1394.56	1.6684	1.884
1395.34	1.50495	1396.06	1.97638	1395.68	1.78634	3.3912	1395.14	1.51274	1.6956
1396.22	1.60312	1397.06	1.80951	1396.62	1.81556	3.9564	1396.12	1.76385	0.7536
1397.22	1.33935	1398.58	1.80731	1397.88	1.78715	6.4056	1397.12	1.64416	0.7536
1398.82	1.37152	1399.34	1.97937	1399.06	1.65937	2.4492	1398.68	1.64182	1.1304
1399.54	1.64856	1399.78	1.94958	1399.64	1.7627	1.1304	1399.42	1.7869	0.942
1399.98	1.53482	1400.34	1.88034	1400.14	1.66684	1.6956	1399.86	1.76164	0.942
1400.5	1.33377	1401.22	1.94165	1400.84	1.68672	3.3912	1400.4	1.66832	0.7536
1401.38	1.54495	1401.9	1.80783	1401.62	1.72708	2.4492	1401.28	1.71626	0.7536
1402.98	1.51044	1403.62	2.05286	1403.28	1.77801	3.0144	1402.42	1.60395	5.0868
1403.86	1.33707	1404.7	2.19806	1404.26	1.83119	3.9564	1403.72	1.65613	1.1304
1405.18	1.64496	1405.46	2.04776	1405.3	1.82567	1.3188	1404.92	1.66298	2.2608
1405.78	1.29761	1406.7	2.03342	1406.22	1.73946	4.3332	1405.6	1.81595	1.5072
1407.3	1.69501	1407.46	1.90631	1407.36	1.7658	0.7536	1406.98	1.62327	2.826
1407.9	1.45886	1408.74	2.18018	1408.3	1.75592	3.9564	1407.66	1.56108	2.0724
1408.86	1.60672	1409.22	2.09192	1409.02	1.81463	1.6956	1408.78	1.9461	0.5652
1409.58	1.27298	1410.22	1.90573	1409.88	1.63091	3.0144	1409.38	1.77133	1.6956
1410.38	1.6843	1410.42	1.87802	1410.38	1.6843	0.1884	1410.28	1.83915	0.7536
1410.58	1.39078	1411.1	1.95898	1410.82	1.71412	2.4492	1410.48	1.65336	0.7536
1411.58	1.5209	1412.5	2.14383	1412.02	1.88991	4.3332	1411.32	1.57179	2.2608
1412.66	1.36826	1412.98	1.86408	1412.8	1.65971	1.5072	1412.56	1.85055	0.7536
1413.14	1.30478	1413.98	1.84616	1413.54	1.72369	3.9564	1413.04	1.53399	0.7536
1414.86	1.69531	1415.02	1.85468	1414.92	1.75345	0.7536	1414.4	1.55214	4.1448
1415.26	1.26102	1415.78	1.9733	1415.5	1.6388	2.4492	1415.12	1.56112	1.1304
1416.18	1.69446	1416.54	1.96042	1416.34	1.78834	1.6956	1415.96	1.74662	1.884
1416.82	1.34625	1417.3	1.88434	1417.04	1.64463	2.2608	1416.66	1.6011	1.3188
1417.74	1.38614	1418.34	2.00711	1418.02	1.70162	2.826	1417.5	1.75477	2.0724
1418.54	1.30048	1419.1	2.01602	1418.8	1.66239	2.6376	1418.42	1.73282	0.942
1419.38	1.32849	1419.9	1.92215	1419.62	1.65387	2.4492	1419.22	1.74359	1.3188
1420.38	1.62155	1420.66	1.88342	1420.5	1.7251	1.3188	1420.12	1.65668	2.2608
1421.3	1.60239	1422.06	2.33099	1421.66	1.87023	3.5796	1420.96	1.61481	3.0144
1422.38	1.69726	1422.62	2.04046	1422.48	1.84244	1.1304	1422.2	1.87596	1.5072
1422.82	1.29218	1423.42	1.98001	1423.1	1.67468	2.826	1422.7	1.70457	0.942
1423.66	1.67838	1423.98	2.0636	1423.8	1.82488	1.5072	1423.52	1.76829	1.1304
1424.54	1.30289	1425.18	1.94699	1424.84	1.6278	3.0144	1424.24	1.73761	2.6376
1425.94	1.31634	1426.34	1.81888	1426.12	1.57202	1.884	1425.54	1.73983	3.5796
1426.82	1.68961	1427.18	1.93997	1426.98	1.77436	1.6956	1426.56	1.62061	2.2608
1427.98	1.42395	1428.34	1.88278	1428.14	1.6652	1.6956	1427.56	1.61327	3.768
1428.74	1.68735	1429.06	2.21646	1428.88	1.89147	1.5072	1428.52	1.70263	1.884
1429.26	1.2926	1430.06	1.92014	1429.64	1.70547	3.768	1429.14	1.75791	0.942
1430.18	1.41257	1431.06	2.26105	1430.6	1.78574	4.1448	1430.1	1.71386	0.5652
1431.34	1.47806	1431.7	1.83817	1431.5	1.71477	1.6956	1431.18	1.8302	1.3188
1431.86	1.28723	1433.02	2.08502	1432.42	1.87422	5.4636	1431.76	1.50713	0.7536
1433.18	1.41971	1433.5	2.0415	1433.32	1.6757	1.5072	1433.08	1.85653	0.7536
1434.26	1.4884	1434.66	1.91724	1434.44	1.72127	1.884	1433.86	1.57523	3.5796
1435.7	1.59982	1436.3	1.85605	1435.98	1.78364	2.826	1435.16	1.66587	4.8984
1436.46	1.41312	1437.38	2.27411	1436.9	1.8263	4.3332	1436.36	1.64546	0.7536
1437.7	1.55106	1438.06	2.03851	1437.86	1.70767	1.6956	1437.52	2.05171	1.5072
1438.98	1.51205	1439.5	1.89978	1439.22	1.75317	2.4492	1438.5	1.63955	4.3332
1440.02	1.29187	1440.7	1.90015	1440.34	1.69206	3.2028	1439.74	1.61849	2.4492
1440.82	1.61255	1441.34	1.95868	1441.06	1.77642	2.4492	1440.74	1.76094	0.5652
1441.54	1.52103	1441.7	1.81537	1441.6	1.63136	0.7536	1441.42	1.77264	0.942
1441.86	1.33032	1442.62	2.06598	1442.22	1.71493	3.5796	1441.76	1.63289	0.7536
1443.14	1.64804	1443.3	1.80152	1443.2	1.72333	0.7536	1442.86	1.64102	2.4492
1443.82	1.68128	1444.14	1.89276	1443.96	1.78674	1.5072	1443.54	1.54723	2.4492
1444.54	1.61441	1444.78	2.00159	1444.64	1.73789	1.1304	1444.32	1.81245	1.884
1444.9	1.35883	1445.22	1.83753	1445.04	1.58172	1.5072	1444.82	1.78821	0.5652
1445.7	1.68411	1446.1	1.87738	1445.88	1.77485	1.884	1445.44	1.58337	2.2608
1446.42	1.565	1446.98	2.05182	1446.68	1.78839	2.6376	1446.24	1.63245	1.5072
1447.38	1.67496	1447.62	1.89768	1447.48	1.76893	1.1304	1447.16	1.67328	1.884
1447.94	1.37192	1448.42	1.93256	1448.16	1.66162	2.2608	1447.76	1.55768	1.5072
1448.62	1.5495	1449.14	1.84262	1448.86	1.75683	2.4492	1448.5	1.7987	0.942
1449.62	1.68466	1449.82	1.88513	1449.7	1.73861	0.942	1449.36	1.61881	2.2608
1449.98	1.4476	1450.34	1.85083	1450.14	1.6692	1.6956	1449.88	1.70452	0.7536
1450.54	1.49896	1450.82	1.91324	1450.66	1.70821	1.3188	1450.42	1.7398	0.942
1451.5	1.35678	1452.14	1.9237	1451.8	1.76325	3.0144	1451.14	1.61405	3.2028
1452.46	1.4906	1452.7	1.86023	1452.56	1.68929	1.1304	1452.28	1.65758	1.5072
1453.1	1.47928	1453.94	2.08716	1453.5	1.80022	3.9564	1452.88	1.57034	1.884
1454.06	1.51099	1454.26	1.81555	1454.14	1.66292	0.942	1453.98	1.80714	0.5652
1455.26	1.3996	1455.94	1.91815	1455.58	1.76904	3.2028	1454.74	1.63355	4.71
1456.02	1.54239	1456.58	2.08401	1456.28	1.78221	2.6376	1455.96	1.78682	0.3768
1457.18	1.65365	1457.42	1.87427	1457.28	1.73777	1.1304	1456.86	1.67565	2.826
1457.66	1.6683	1458.3	1.89945	1457.96	1.87067	3.0144	1457.52	1.73736	1.1304
1458.5	1.27371	1458.94	1.84589	1458.7	1.65185	2.0724	1458.38	1.56464	0.942
1459.1	1.53815	1460.06	1.97025	1459.56	1.83647	4.5216	1459	1.69883	0.7536
1460.22	1.29248	1460.9	1.92581	1460.54	1.62911	3.2028	1460.12	1.73182	0.7536
1461.06	1.36987	1461.74	1.93128	1461.38	1.69387	3.2028	1460.96	1.72162	0.7536
1462.26	1.59305	1462.86	1.84912	1462.54	1.79613	2.826	1461.98	1.63945	2.4492
1462.98	1.44571	1463.38	1.82138	1463.16	1.65875	1.884	1462.9	1.64372	0.5652
1463.54	1.32474	1464.54	2.05938	1464.02	1.78962	4.71	1463.44	1.66132	0.7536
1465.58	1.68081	1465.86	1.9075	1465.7	1.76743	1.3188	1465.04	1.60176	4.8984
1466.06	1.53989	1466.5	1.93875	1466.26	1.74815	2.0724	1465.94	1.72938	0.942
1467.14	1.40289	1467.66	1.87692	1467.38	1.69013	2.4492	1466.8	1.60916	3.0144
1468.46	1.64343	1469.06	2.21613	1468.74	1.90906	2.826	1468.04	1.66053	3.768
1469.54	1.681	1469.78	1.8313	1469.64	1.73364	1.1304	1469.28	1.64432	2.2608
1469.98	1.57574	1470.3	1.93378	1470.12	1.78021	1.5072	1469.86	1.69692	0.942
1470.5	1.53348	1470.98	2.02341	1470.72	1.74902	2.2608	1470.38	1.83614	0.942
1471.98	1.68768	1472.54	2.00665	1472.24	1.82171	2.6376	1471.46	1.60539	4.71
1472.74	1.27798	1473.26	1.8963	1472.98	1.62503	2.4492	1472.62	1.62238	0.942
1473.42	1.67142	1473.46	1.82642	1473.42	1.67142	0.1884	1473.32	1.82677	0.7536
1473.54	1.54459	1474.14	2.00955	1473.82	1.75317	2.826	1473.48	1.75717	0.3768
1474.5	1.32782	1475.42	1.99179	1474.94	1.76625	4.3332	1474.3	1.62349	1.6956
1475.58	1.35688	1476.06	1.86078	1475.8	1.62591	2.2608	1475.48	1.79297	0.7536
1476.46	1.63327	1476.82	1.92432	1476.62	1.81891	1.6956	1476.24	1.64627	1.884
1476.94	1.38162	1477.62	1.83606	1477.26	1.72043	3.2028	1476.86	1.68416	0.5652
1477.74	1.40436	1478.06	1.84738	1477.88	1.61485	1.5072	1477.66	1.68147	0.5652
1478.82	1.45782	1479.34	2.01166	1479.06	1.69035	2.4492	1478.42	1.55795	3.5796
1479.7	1.36704	1481.02	2.10849	1480.34	1.95116	6.2172	1479.5	1.7916	1.6956
1481.42	1.65411	1481.74	1.91031	1481.56	1.78241	1.5072	1481.2	1.72678	1.884
1481.94	1.34589	1482.3	1.81101	1482.1	1.64198	1.6956	1481.82	1.66994	0.942
1482.42	1.54971	1482.62	1.83054	1482.5	1.67966	0.942	1482.34	1.73233	0.5652
1482.82	1.24469	1483.5	1.85062	1483.14	1.6295	3.2028	1482.7	1.5278	0.942
1483.86	1.68915	1483.94	1.80032	1483.88	1.69733	0.3768	1483.66	1.77722	1.6956
1484.02	1.49344	1484.18	1.80865	1484.08	1.62906	0.7536	1483.96	1.68667	0.3768
1484.46	1.28079	1485.02	1.93921	1484.72	1.63308	2.6376	1484.3	1.62955	1.3188
1485.26	1.43823	1485.58	1.82077	1485.4	1.66871	1.5072	1485.12	1.67004	1.1304
1485.7	1.51367	1486.06	1.84689	1485.86	1.66819	1.6956	1485.62	1.74422	0.5652
1486.26	1.25186	1487.34	2.10812	1486.78	1.78959	5.0868	1486.14	1.57332	0.942
1487.62	1.6131	1487.9	1.81961	1487.74	1.72834	1.3188	1487.46	1.71813	1.3188
1488.26	1.67636	1488.74	1.89642	1488.48	1.82001	2.2608	1488.06	1.64328	1.6956
1489.22	1.49811	1489.66	2.17737	1489.42	1.83428	2.0724	1488.96	1.5725	2.2608
1490.3	1.647	1490.98	1.87201	1490.62	1.82233	3.2028	1489.96	1.62135	3.0144
1491.22	1.48294	1492.18	1.94647	1491.68	1.80818	4.5216	1491.08	1.61709	1.1304
1492.34	1.37799	1492.9	1.87649	1492.6	1.70008	2.6376	1492.24	1.64622	0.7536
1493.38	1.55869	1493.98	1.92145	1493.66	1.7825	2.826	1493.12	1.59095	2.2608
1494.18	1.43592	1495.02	1.81412	1494.58	1.80451	3.9564	1494.06	1.66677	0.942
1495.34	1.55548	1496.1	2.19693	1495.7	1.81919	3.5796	1495.16	1.55601	1.5072
1496.34	1.30765	1496.82	1.86749	1496.56	1.6056	2.2608	1496.2	1.7315	1.1304
1497.5	1.6712	1497.74	1.93115	1497.6	1.81161	1.1304	1497.14	1.64986	3.2028
1498.1	1.40799	1498.62	1.83774	1498.34	1.70022	2.4492	1497.9	1.79796	1.6956
1498.98	1.68912	1499.14	1.88077	1499.04	1.77274	0.7536	1498.78	1.63142	1.6956
1500.06	1.51947	1500.54	1.97675	1500.28	1.72082	2.2608	1499.58	1.5547	4.3332
1500.82	1.31876	1501.78	2.1246	1501.28	1.77732	4.5216	1500.66	1.79332	1.3188
1502.46	1.31418	1503.06	1.85663	1502.74	1.66118	2.826	1502.1	1.66838	3.2028
