Peak Numbers based on the given limits	2604
Time_Botoom	Bottom	Time_Peak	Peak	Time_HLLS	HLLS	L_s	Time_HLTB	HLTB	L_f
269.498	1.45319	270.418	2.01419	269.938	1.77095	4.3332	269.338	1.76345	1.3188
270.538	1.41864	271.098	1.85168	270.798	1.60439	2.6376	270.458	1.72618	0.5652
271.538	1.62085	271.978	1.84473	271.738	1.73369	2.0724	271.298	1.58676	2.0724
272.258	1.32974	272.778	1.90759	272.498	1.65605	2.4492	272.098	1.63969	1.3188
273.458	1.69776	273.658	2.05679	273.538	1.84908	0.942	273.098	1.69609	3.2028
274.178	1.42108	274.858	2.04733	274.498	1.76285	3.2028	273.898	1.65864	2.4492
275.218	1.48737	275.498	1.83167	275.338	1.59708	1.3188	275.018	1.59738	1.6956
275.618	1.28314	276.178	1.84448	275.878	1.67578	2.6376	275.538	1.58795	0.5652
276.858	1.47406	277.538	1.87457	277.178	1.7254	3.2028	276.498	1.66642	3.2028
277.618	1.59393	277.858	1.8281	277.718	1.68193	1.1304	277.558	1.81529	0.3768
277.978	1.45364	278.298	1.88959	278.118	1.66841	1.5072	277.898	1.69155	0.5652
278.498	1.31864	279.018	1.94345	278.738	1.60047	2.4492	278.378	1.61143	0.942
279.498	1.63568	279.738	1.8606	279.598	1.73061	1.1304	279.238	1.80782	2.2608
280.218	1.38351	281.138	2.03695	280.658	1.822	4.3332	279.958	1.58243	2.2608
281.418	1.34482	281.858	1.83795	281.618	1.58764	2.0724	281.258	1.73235	1.3188
282.178	1.46658	282.898	2.25555	282.518	1.88474	3.3912	281.998	1.6295	1.5072
283.498	1.68701	284.338	1.94724	283.898	1.92044	3.9564	283.178	1.79516	2.826
284.418	1.68451	284.538	1.80698	284.458	1.72596	0.5652	284.358	1.8906	0.3768
285.098	1.67386	285.938	1.99551	285.498	1.91495	3.9564	284.798	1.54115	2.6376
286.098	1.58002	286.578	2.15921	286.318	1.82401	2.2608	285.998	1.79268	0.7536
286.738	1.39075	287.058	1.99411	286.878	1.66769	1.5072	286.638	1.87038	0.7536
287.458	1.60602	287.658	2.03595	287.538	1.72153	0.942	287.238	1.60673	1.884
287.818	1.54349	288.178	1.87518	287.978	1.67383	1.6956	287.718	1.75933	0.7536
288.458	1.37799	289.138	1.98599	288.778	1.69624	3.2028	288.298	1.66396	1.3188
289.538	1.65185	289.978	1.85254	289.738	1.79993	2.0724	289.318	1.70388	1.884
290.258	1.42578	290.938	1.99118	290.578	1.76901	3.2028	290.098	1.48974	1.3188
291.218	1.48077	291.658	1.90137	291.418	1.71362	2.0724	291.058	1.67089	1.3188
291.978	1.52112	292.258	1.83496	292.098	1.66579	1.3188	291.798	1.78069	1.5072
292.538	1.37088	293.018	1.92975	292.758	1.66684	2.2608	292.378	1.60187	1.3188
293.578	1.69168	293.938	1.97888	293.738	1.77243	1.6956	293.278	1.64349	2.6376
294.418	1.40189	294.858	1.82007	294.618	1.632	2.0724	294.158	1.59253	2.2608
295.058	1.57007	295.858	2.21753	295.438	1.8732	3.768	294.938	1.7526	0.942
296.298	1.4787	297.058	1.94125	296.658	1.7983	3.5796	296.058	1.61361	2.0724
297.178	1.50546	297.978	2.13913	297.558	1.78484	3.768	297.098	1.81259	0.5652
298.618	1.4119	298.898	1.80206	298.738	1.63715	1.3188	298.278	1.74537	3.0144
299.098	1.53693	299.618	2.03088	299.338	1.81239	2.4492	298.978	1.65051	0.942
300.298	1.44833	300.938	1.94107	300.598	1.74344	3.0144	299.938	1.65213	3.2028
301.818	1.39169	302.298	1.93652	302.038	1.69259	2.2608	301.358	1.61389	4.1448
302.778	1.68909	303.058	1.81869	302.898	1.73937	1.3188	302.518	1.68736	2.2608
303.658	1.42538	304.098	1.87771	303.858	1.63733	2.0724	303.338	1.63205	2.826
304.298	1.64123	304.658	1.99472	304.458	1.80635	1.6956	304.178	1.76244	0.942
304.778	1.57559	305.138	1.82541	304.938	1.71467	1.6956	304.698	1.88794	0.5652
305.298	1.48456	306.338	1.85428	305.798	1.79323	4.8984	305.198	1.67213	0.7536
306.618	1.53821	306.898	1.86114	306.738	1.66216	1.3188	306.458	1.60264	1.3188
307.058	1.43372	307.498	1.81348	307.258	1.72246	2.0724	306.958	1.68376	0.7536
307.618	1.54651	308.018	1.97821	307.798	1.77682	1.884	307.538	1.65738	0.5652
308.338	1.53833	308.778	1.9808	308.538	1.75864	2.0724	308.158	1.67158	1.5072
309.018	1.42184	309.578	2.01291	309.278	1.75034	2.6376	308.878	1.74176	1.1304
309.858	1.38654	310.698	1.90283	310.258	1.71162	3.9564	309.698	1.71342	1.3188
311.018	1.62201	311.418	1.96011	311.198	1.77233	1.884	310.838	1.65093	1.5072
312.058	1.52481	312.378	1.86432	312.198	1.72338	1.5072	311.718	1.53798	3.0144
312.538	1.42157	312.978	1.9426	312.738	1.69961	2.0724	312.438	1.68939	0.7536
313.178	1.41223	313.898	2.04471	313.518	1.72526	3.3912	313.058	1.74318	0.942
314.298	1.35336	314.978	1.98669	314.618	1.74385	3.2028	314.078	1.77903	1.884
315.578	1.60541	315.738	1.8382	315.638	1.708	0.7536	315.258	1.69993	2.826
316.418	1.49756	316.538	1.85437	316.458	1.60138	0.5652	316.058	1.5473	3.2028
316.698	1.46741	317.218	1.91721	316.938	1.75488	2.4492	316.598	1.64676	0.7536
317.858	1.62701	318.618	2.21054	318.218	1.85723	3.5796	317.518	1.5919	3.0144
318.938	1.51962	319.218	1.85526	319.058	1.69421	1.3188	318.758	1.78321	1.5072
319.418	1.30807	320.338	2.15726	319.858	1.72178	4.3332	319.298	1.62925	0.942
320.658	1.60941	320.938	1.92496	320.778	1.79851	1.3188	320.478	1.75449	1.5072
321.138	1.2807	321.658	1.88278	321.378	1.62154	2.4492	321.018	1.59634	0.942
322.298	1.2746	323.218	2.01269	322.738	1.73536	4.3332	321.958	1.70345	3.0144
323.338	1.54764	323.618	1.88049	323.458	1.68463	1.3188	323.258	1.83967	0.5652
324.018	1.37958	324.818	2.00909	324.398	1.70509	3.768	323.798	1.54681	1.884
325.578	1.48996	325.938	1.87903	325.738	1.6711	1.6956	325.178	1.67227	3.5796
326.258	1.6218	326.658	1.99936	326.438	1.84722	1.884	326.078	1.65247	1.5072
327.858	1.33017	328.338	1.99731	328.078	1.60566	2.2608	327.238	1.6589	5.652
328.858	1.61585	329.018	2.15009	328.918	1.74689	0.7536	328.578	1.82639	2.4492
329.698	1.59995	330.618	2.04746	330.138	1.86204	4.3332	329.338	1.64341	3.2028
331.578	1.39306	332.178	1.91614	331.858	1.74559	2.826	331.078	1.68243	4.5216
332.378	1.65573	332.618	1.89972	332.478	1.7769	1.1304	332.258	1.81435	0.942
333.258	1.31134	334.338	2.09329	333.778	1.73021	5.0868	332.918	1.58638	3.0144
334.698	1.52457	335.058	1.90424	334.858	1.76841	1.6956	334.498	1.74891	1.6956
335.178	1.44995	335.538	1.81174	335.338	1.65885	1.6956	335.098	1.74335	0.5652
335.778	1.56192	336.258	1.98663	335.998	1.77153	2.2608	335.638	1.73264	1.1304
336.658	1.38116	337.258	1.9986	336.938	1.72535	2.826	336.438	1.60161	1.884
337.458	1.4155	338.058	2.01184	337.738	1.71584	2.826	337.338	1.69328	0.942
338.458	1.61035	339.178	1.99777	338.798	1.8407	3.3912	338.238	1.57698	1.884
339.258	1.66647	339.498	2.04398	339.358	1.83655	1.1304	339.198	1.90502	0.3768
340.178	1.50827	340.578	1.85907	340.358	1.70984	1.884	339.818	1.64753	3.2028
341.338	1.32565	342.138	1.94363	341.718	1.67577	3.768	340.938	1.62811	3.5796
342.298	1.5983	342.738	1.9396	342.498	1.84675	2.0724	342.198	1.82067	0.7536
343.258	1.69147	344.378	1.82919	343.798	1.89284	5.2752	342.978	1.56744	2.4492
344.498	1.40817	344.738	1.81711	344.598	1.60799	1.1304	344.418	1.72829	0.5652
345.698	1.48984	346.378	2.02853	346.018	1.8166	3.2028	345.198	1.58228	4.5216
346.538	1.60449	346.858	2.09112	346.678	1.77769	1.5072	346.438	1.8601	0.7536
347.458	1.68286	348.018	2.10104	347.718	1.92349	2.6376	347.138	1.66937	2.826
348.258	1.35257	348.818	1.94122	348.518	1.68468	2.6376	348.118	1.66898	1.1304
349.218	1.44089	349.818	1.83597	349.498	1.74294	2.826	348.998	1.74381	1.884
349.898	1.3905	350.778	2.04822	350.318	1.75839	4.1448	349.838	1.70281	0.3768
351.938	1.55371	352.218	1.8114	352.058	1.67093	1.3188	351.338	1.61798	5.4636
352.378	1.51083	352.858	1.94373	352.598	1.75196	2.2608	352.278	1.71616	0.7536
353.298	1.43759	353.858	1.94971	353.558	1.73721	2.6376	353.058	1.60566	2.0724
354.538	1.65674	354.938	1.92965	354.718	1.75239	1.884	354.178	1.66408	3.2028
355.098	1.64844	355.698	2.1655	355.378	1.85437	2.826	354.998	1.80665	0.7536
356.578	1.46161	357.418	2.10129	356.978	1.89456	3.9564	356.118	1.64385	4.1448
357.898	1.69705	358.658	2.23798	358.258	1.92527	3.5796	357.638	1.58215	2.2608
358.818	1.61173	359.098	1.95334	358.938	1.76039	1.3188	358.718	1.9481	0.7536
359.658	1.37274	360.098	1.92804	359.858	1.63203	2.0724	359.358	1.58466	2.6376
360.258	1.53497	360.698	1.93591	360.458	1.72887	2.0724	360.158	1.77909	0.7536
360.898	1.25717	362.258	2.04349	361.558	1.7744	6.4056	360.778	1.65604	0.942
362.538	1.38284	363.538	1.98239	363.018	1.7473	4.71	362.378	1.6661	1.3188
364.178	1.6174	364.738	1.99521	364.438	1.89467	2.6376	363.838	1.64592	3.0144
364.858	1.47473	365.418	1.896	365.118	1.71319	2.6376	364.778	1.73846	0.5652
366.578	1.45145	367.658	2.2597	367.098	1.83083	5.0868	365.978	1.60433	5.4636
368.018	1.35025	368.218	1.99054	368.098	1.56533	0.942	367.818	1.67981	1.6956
368.618	1.44763	369.298	1.91318	368.938	1.71115	3.2028	368.398	1.69692	1.884
369.538	1.53116	370.058	1.95804	369.778	1.77324	2.4492	369.398	1.79825	1.1304
370.538	1.66235	370.818	1.90112	370.658	1.79326	1.3188	370.278	1.68524	2.2608
371.298	1.47128	371.898	2.16324	371.578	1.78725	2.826	371.038	1.56373	2.2608
372.058	1.3497	373.218	2.05585	372.618	1.71328	5.4636	371.958	1.71049	0.7536
373.498	1.43728	373.738	2.08911	373.598	1.71307	1.1304	373.338	1.7042	1.3188
375.898	1.43204	376.418	1.99759	376.138	1.73608	2.4492	374.798	1.61262	10.1736
377.098	1.65396	377.338	1.85281	377.198	1.73102	1.1304	376.738	1.58646	3.2028
377.658	1.5043	378.498	1.82532	378.058	1.80001	3.9564	377.478	1.61206	1.5072
378.658	1.35492	379.738	1.96637	379.178	1.74554	5.0868	378.558	1.57756	0.7536
379.978	1.53561	380.258	2.02872	380.098	1.79486	1.3188	379.838	1.70223	1.1304
380.418	1.27747	381.378	2.03622	380.878	1.74857	4.5216	380.318	1.68786	0.7536
382.138	1.58246	382.538	2.02094	382.318	1.79475	1.884	381.738	1.63806	3.5796
383.058	1.69373	383.218	1.89182	383.118	1.79192	0.7536	382.778	1.64156	2.4492
383.578	1.39432	384.218	2.00302	383.878	1.73132	3.0144	383.378	1.66889	1.6956
384.778	1.64768	385.098	1.97464	384.918	1.78257	1.5072	384.478	1.59873	2.6376
385.418	1.68066	385.618	1.85913	385.498	1.7501	0.942	385.238	1.73002	1.5072
386.098	1.36465	386.618	1.91013	386.338	1.64308	2.4492	385.838	1.63244	2.2608
386.978	1.68616	387.138	2.06708	387.038	1.79686	0.7536	386.778	1.81745	1.6956
387.338	1.40845	387.618	1.81076	387.458	1.58678	1.3188	387.218	1.84341	0.942
388.018	1.61154	388.338	1.86139	388.158	1.69829	1.5072	387.798	1.49916	1.884
388.498	1.52862	389.058	2.06662	388.758	1.73513	2.6376	388.398	1.77731	0.7536
389.618	1.64554	390.258	2.06162	389.918	1.82139	3.0144	389.318	1.60243	2.6376
390.418	1.59488	390.898	2.07977	390.638	1.79257	2.2608	390.318	1.75289	0.7536
391.098	1.39829	391.498	2.1514	391.278	1.7222	1.884	390.978	1.80145	0.942
392.458	1.33985	392.858	1.81119	392.638	1.587	1.884	391.958	1.67741	4.5216
393.298	1.67242	394.458	2.12201	393.858	1.94708	5.4636	393.058	1.52577	2.0724
394.578	1.54126	395.018	1.97845	394.778	1.83534	2.0724	394.498	1.94378	0.5652
395.698	1.28961	396.298	1.91779	395.978	1.61447	2.826	395.338	1.58196	3.2028
396.618	1.66736	396.738	1.9407	396.658	1.76657	0.5652	396.438	1.81132	1.5072
397.018	1.41934	397.898	2.02164	397.438	1.82664	4.1448	396.858	1.69433	1.3188
398.418	1.68213	399.418	1.8187	398.898	1.85543	4.71	398.138	1.72939	2.4492
399.938	1.56799	400.178	1.85895	400.038	1.70896	1.1304	399.658	1.52282	2.4492
400.538	1.40991	401.538	1.8902	401.018	1.79886	4.71	400.338	1.66299	1.6956
401.938	1.69067	402.218	1.86282	402.058	1.77203	1.3188	401.718	1.61253	1.884
402.658	1.30456	403.418	1.90735	403.018	1.70186	3.5796	402.418	1.58253	2.0724
403.898	1.6911	404.138	1.98541	403.998	1.79185	1.1304	403.638	1.58435	2.2608
404.698	1.3146	405.178	1.87759	404.918	1.64462	2.2608	404.398	1.77007	2.6376
405.418	1.3967	406.418	1.98901	405.898	1.80644	4.71	405.278	1.67676	1.1304
406.818	1.32632	407.218	1.80542	406.998	1.54515	1.884	406.598	1.67735	1.884
407.418	1.31915	408.338	1.94257	407.858	1.73599	4.3332	407.298	1.58625	0.942
408.578	1.41595	409.418	1.89645	408.978	1.77096	3.9564	408.438	1.74769	1.1304
409.858	1.64548	410.218	1.9371	410.018	1.76853	1.6956	409.618	1.65644	2.0724
411.538	1.63684	412.298	2.17886	411.898	1.87866	3.5796	410.858	1.58971	6.2172
412.498	1.59534	412.858	1.88455	412.658	1.77836	1.6956	412.378	2.01852	0.942
412.978	1.42602	413.338	1.89529	413.138	1.68823	1.6956	412.898	1.80158	0.5652
413.498	1.26718	414.538	2.12173	413.998	1.78007	4.8984	413.398	1.66398	0.7536
415.018	1.48972	415.578	1.96695	415.278	1.75742	2.6376	414.758	1.7034	2.2608
415.778	1.33816	416.338	1.97409	416.038	1.71105	2.6376	415.658	1.60878	0.942
416.498	1.64078	416.578	1.83057	416.518	1.69908	0.3768	416.398	1.91065	0.7536
417.778	1.68811	418.218	2.05121	417.978	1.8246	2.0724	417.158	1.58781	5.652
418.378	1.5769	418.698	1.93661	418.518	1.77111	1.5072	418.278	1.89657	0.7536
418.898	1.28464	419.378	1.80756	419.118	1.52606	2.2608	418.778	1.62864	0.942
419.578	1.58502	420.458	2.27594	419.998	1.88595	4.1448	419.458	1.68916	0.942
420.778	1.35455	421.658	1.88089	421.198	1.72441	4.1448	420.598	1.81614	1.5072
422.018	1.67889	422.338	1.96121	422.158	1.79224	1.5072	421.818	1.59165	1.6956
422.738	1.31629	423.138	1.81808	422.918	1.60963	1.884	422.518	1.79333	1.884
423.298	1.3801	423.938	1.80313	423.598	1.7294	3.0144	423.198	1.60349	0.7536
424.138	1.31332	424.698	1.95285	424.398	1.72182	2.6376	424.018	1.6476	0.942
424.778	1.65167	425.058	1.85883	424.898	1.76298	1.3188	424.718	1.85733	0.3768
425.418	1.6286	425.698	1.8862	425.538	1.75312	1.3188	425.218	1.60621	1.6956
425.858	1.47046	426.818	1.91702	426.318	1.77914	4.5216	425.758	1.71479	0.7536
427.058	1.52408	427.578	2.06876	427.298	1.73752	2.4492	426.918	1.63045	1.1304
427.858	1.32752	428.418	1.84702	428.118	1.66016	2.6376	427.698	1.74712	1.3188
428.578	1.32031	429.498	2.16477	429.018	1.77502	4.3332	428.478	1.63263	0.7536
429.698	1.40347	430.218	1.97165	429.938	1.64487	2.4492	429.578	1.76832	0.942
430.738	1.67993	430.978	1.89136	430.838	1.74913	1.1304	430.458	1.58903	2.4492
431.378	1.54791	431.498	1.85446	431.418	1.6216	0.5652	431.158	1.74395	1.884
431.818	1.63766	431.978	1.80115	431.878	1.71561	0.7536	431.638	1.56942	1.5072
432.138	1.31433	433.178	2.07846	432.638	1.76832	4.8984	432.038	1.59811	0.7536
434.498	1.43878	435.258	2.10718	434.858	1.76748	3.5796	433.818	1.66355	6.2172
435.578	1.45718	436.098	1.97287	435.818	1.69095	2.4492	435.398	1.62972	1.5072
436.338	1.53372	436.698	2.00055	436.498	1.74606	1.6956	436.198	1.82158	1.1304
436.818	1.52243	437.018	1.84354	436.898	1.62992	0.942	436.738	1.75297	0.5652
437.298	1.42282	438.378	2.08294	437.818	1.80202	5.0868	437.138	1.63113	1.3188
439.058	1.49704	439.618	1.98682	439.318	1.80806	2.6376	438.698	1.60271	3.2028
439.818	1.51553	440.338	2.0206	440.058	1.76952	2.4492	439.698	1.74728	0.942
440.498	1.29709	441.778	1.8092	441.118	1.75441	6.0288	440.398	1.70501	0.7536
442.858	1.67474	443.178	2.00391	442.998	1.80142	1.5072	442.298	1.56234	5.0868
443.778	1.48685	444.058	1.83636	443.898	1.61258	1.3188	443.458	1.71459	2.826
444.338	1.25867	444.898	1.81778	444.598	1.64161	2.6376	444.178	1.65434	1.3188
446.778	1.43487	447.338	1.89517	447.038	1.69757	2.6376	445.818	1.61516	8.8548
447.818	1.63055	448.898	2.2796	448.338	1.96055	5.0868	447.558	1.53871	2.2608
449.458	1.50543	450.298	2.26086	449.858	1.84512	3.9564	449.158	1.71151	2.6376
451.338	1.69449	451.538	1.82492	451.418	1.77525	0.942	450.798	1.63252	4.8984
452.778	1.52298	453.338	1.97733	453.038	1.75344	2.6376	452.138	1.62565	5.8404
454.258	1.64691	454.898	1.99225	454.558	1.82813	3.0144	453.778	1.624	4.3332
455.698	1.31021	456.578	1.88245	456.118	1.73239	4.1448	455.278	1.59404	3.768
456.818	1.37369	457.578	1.89551	457.178	1.73941	3.5796	456.678	1.6286	1.1304
457.938	1.59143	458.258	1.84677	458.078	1.72941	1.5072	457.738	1.57687	1.6956
459.458	1.6593	459.818	1.89472	459.618	1.75961	1.6956	458.838	1.60529	5.652
460.138	1.24759	461.098	2.2272	460.598	1.7499	4.5216	459.958	1.67222	1.5072
461.418	1.68912	461.498	1.80207	461.438	1.71464	0.3768	461.238	1.85455	1.5072
462.058	1.49997	462.778	2.20251	462.398	1.91547	3.3912	461.758	1.63537	2.6376
462.978	1.50247	463.458	2.05563	463.198	1.76996	2.2608	462.858	2.00651	0.942
463.618	1.64746	463.698	1.95944	463.638	1.69691	0.3768	463.518	1.95838	0.7536
464.338	1.64838	464.778	1.92944	464.538	1.81487	2.0724	463.998	1.66501	3.0144
465.058	1.66177	465.338	2.02911	465.178	1.79754	1.3188	464.898	1.65313	1.3188
465.978	1.39365	466.578	1.95184	466.258	1.69166	2.826	465.638	1.65551	3.0144
466.778	1.38779	467.258	1.87903	466.998	1.6696	2.2608	466.658	1.71414	0.942
467.458	1.40414	468.538	2.06042	467.978	1.87276	5.0868	467.338	1.65428	0.942
469.818	1.68292	470.618	2.0192	470.198	1.88175	3.768	469.158	1.58249	6.0288
470.898	1.5636	471.138	1.90375	470.998	1.70574	1.1304	470.738	1.71907	1.3188
471.458	1.39059	471.858	1.93347	471.638	1.70119	1.884	471.278	1.53337	1.5072
472.298	1.67966	472.658	1.86139	472.458	1.76854	1.6956	472.058	1.66804	2.0724
472.858	1.29291	473.858	1.90848	473.338	1.69401	4.71	472.738	1.56731	0.942
474.058	1.52789	474.298	2.0003	474.158	1.71222	1.1304	473.938	1.69074	0.942
474.498	1.35529	475.298	1.98886	474.878	1.7044	3.768	474.378	1.76712	0.942
475.458	1.5831	475.978	1.88593	475.698	1.81307	2.4492	475.358	1.82898	0.7536
476.258	1.25748	477.298	1.95957	476.758	1.7511	4.8984	476.098	1.60249	1.3188
478.058	1.35388	478.778	2.19205	478.398	1.76219	3.3912	477.658	1.66464	3.5796
479.098	1.42572	479.338	1.80981	479.198	1.63681	1.1304	478.918	1.72402	1.5072
479.498	1.37698	479.818	1.80087	479.638	1.62844	1.5072	479.398	1.692	0.7536
480.058	1.31235	480.538	1.93842	480.278	1.65604	2.2608	479.918	1.61291	1.1304
481.018	1.57623	481.618	1.88602	481.298	1.84189	2.826	480.758	1.75278	2.2608
481.898	1.43518	482.938	2.26898	482.398	1.87808	4.8984	481.738	1.60438	1.3188
483.378	1.63242	483.538	1.8071	483.438	1.69742	0.7536	483.138	1.7501	2.0724
483.778	1.45694	484.138	1.91629	483.938	1.65199	1.6956	483.638	1.68084	1.1304
484.418	1.57379	484.818	1.89102	484.598	1.79815	1.884	484.258	1.73496	1.3188
485.338	1.69672	485.658	1.98407	485.478	1.76972	1.5072	485.058	1.53569	2.4492
485.778	1.44586	486.298	2.00363	486.018	1.7192	2.4492	485.698	1.74647	0.5652
486.778	1.34705	487.218	1.84524	486.978	1.64301	2.0724	486.518	1.79847	2.2608
487.298	1.66266	487.738	1.98987	487.498	1.81312	2.0724	487.238	1.79917	0.3768
487.938	1.57416	488.138	1.8038	488.018	1.69554	0.942	487.818	1.75596	0.942
488.258	1.34055	489.218	2.25201	488.718	1.81829	4.5216	488.178	1.64417	0.5652
489.538	1.48602	489.698	1.82089	489.598	1.64554	0.7536	489.358	2.06602	1.5072
489.858	1.43008	490.258	1.84439	490.038	1.64554	1.884	489.758	1.74682	0.7536
490.738	1.34515	491.178	1.98035	490.938	1.6311	2.0724	490.478	1.55789	2.2608
491.538	1.46295	491.858	1.90491	491.678	1.69054	1.5072	491.338	1.8565	1.6956
492.218	1.63608	492.938	2.11957	492.558	1.83503	3.3912	492.018	1.57204	1.6956
493.298	1.37973	493.578	1.83084	493.418	1.64817	1.3188	493.098	1.93973	1.6956
494.138	1.31976	495.298	2.10669	494.698	1.7852	5.4636	493.838	1.58267	2.6376
495.738	1.63223	496.138	2.05099	495.918	1.79425	1.884	495.498	1.67657	2.0724
496.818	1.29217	497.858	2.13785	497.318	1.75841	4.8984	496.458	1.70664	3.2028
498.058	1.33993	498.698	1.94165	498.358	1.68829	3.0144	497.938	1.76187	0.942
498.778	1.5658	498.858	1.92761	498.798	1.66715	0.3768	498.718	1.92057	0.3768
498.978	1.46158	499.538	1.8822	499.238	1.73975	2.6376	498.898	1.7107	0.5652
499.658	1.38608	500.338	1.98794	499.978	1.71491	3.2028	499.578	1.683	0.5652
500.658	1.4913	501.058	1.97616	500.838	1.67752	1.884	500.478	1.65451	1.5072
501.698	1.62097	502.338	2.08936	501.998	1.85839	3.0144	501.358	1.69227	3.0144
502.538	1.47302	502.778	1.90292	502.638	1.68629	1.1304	502.418	1.96854	0.942
502.978	1.33512	503.698	1.85126	503.318	1.67548	3.3912	502.858	1.63715	0.942
503.858	1.54227	504.258	1.84491	504.038	1.71988	1.884	503.758	1.75385	0.7536
505.058	1.6481	505.378	1.97003	505.198	1.75638	1.5072	504.638	1.58046	3.768
505.538	1.58215	505.778	1.91342	505.638	1.69072	1.1304	505.438	1.83103	0.7536
505.938	1.33563	506.778	1.83398	506.338	1.68487	3.9564	505.838	1.66606	0.7536
506.978	1.43973	507.418	1.9339	507.178	1.65158	2.0724	506.858	1.62128	0.942
507.818	1.49988	508.218	1.99472	507.998	1.70933	1.884	507.598	1.63969	1.884
508.738	1.3183	510.098	2.05649	509.398	1.79822	6.4056	508.458	1.6243	2.4492
510.538	1.66772	511.498	2.22513	510.998	1.92708	4.5216	510.298	1.61027	2.0724
512.738	1.60446	513.178	1.91571	512.938	1.74912	2.0724	512.098	1.59641	5.8404
513.898	1.47803	514.498	2.02026	514.178	1.82273	2.826	513.518	1.61875	3.3912
514.778	1.65369	514.978	1.8457	514.858	1.75872	0.942	514.618	1.75194	1.3188
515.418	1.63797	516.218	2.22852	515.798	1.92129	3.768	515.178	1.60026	2.0724
516.818	1.31012	517.378	1.97083	517.078	1.6742	2.6376	516.498	1.63627	2.826
517.538	1.31516	518.138	1.88934	517.818	1.66122	2.826	517.438	1.6918	0.7536
518.378	1.68277	518.538	1.91937	518.438	1.74806	0.7536	518.238	1.79534	1.1304
518.658	1.36157	519.178	1.83191	518.898	1.58892	2.4492	518.578	1.65299	0.5652
519.618	1.65088	519.978	2.00006	519.778	1.77457	1.6956	519.378	1.59064	2.0724
520.178	1.29175	521.018	2.03534	520.578	1.70434	3.9564	520.058	1.75043	0.942
521.218	1.41541	521.898	1.87592	521.538	1.69788	3.2028	521.098	1.68894	0.942
522.018	1.37485	522.578	1.87695	522.278	1.69164	2.6376	521.938	1.65016	0.5652
522.938	1.5304	523.378	1.9581	523.138	1.74556	2.0724	522.738	1.53128	1.6956
524.098	1.60398	524.338	1.90128	524.198	1.77135	1.1304	523.718	1.74149	3.3912
524.778	1.61298	525.018	1.87845	524.878	1.71367	1.1304	524.538	1.49567	2.0724
525.178	1.53598	525.938	2.06259	525.538	1.8665	3.5796	525.078	1.76248	0.7536
526.618	1.65833	527.098	2.15219	526.838	1.86371	2.2608	526.258	1.6355	3.2028
527.378	1.46667	527.658	1.82758	527.498	1.5886	1.3188	527.218	1.76519	1.3188
527.898	1.29178	528.498	1.91269	528.178	1.64912	2.826	527.758	1.56891	1.1304
528.818	1.69391	528.898	1.87634	528.838	1.70297	0.3768	528.638	1.78864	1.5072
529.538	1.29349	530.058	1.87976	529.778	1.62595	2.4492	529.198	1.49355	3.0144
530.978	1.34219	531.498	1.89472	531.218	1.62	2.4492	530.498	1.64733	4.3332
531.698	1.41278	532.218	1.90942	531.938	1.6909	2.4492	531.578	1.70362	0.942
532.658	1.28232	533.698	2.06171	533.158	1.76537	4.8984	532.418	1.59954	2.0724
533.898	1.55533	534.098	1.94763	533.978	1.70074	0.942	533.778	1.82798	0.942
534.418	1.45532	535.418	1.93033	534.898	1.82862	4.71	534.238	1.54213	1.5072
536.298	1.42322	536.738	1.98785	536.498	1.68879	2.0724	535.838	1.53154	4.1448
537.498	1.51431	537.858	1.88608	537.658	1.70578	1.6956	537.098	1.6432	3.5796
